Sales by Customer Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Product/Service full name,Description,Quantity,Sales price,Amount,Balance,Customer full name,Class full name,Customer/Vendor message,Full name,Location full name,Location,Product/Service,Ship date,Service date,Ship via,SKU,Tax amount,Tax inclusive amount,Tax name,Transaction type,REF #,Payment method,Item class
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope STABLE BRAID™ 7/16"" x 65' for Altec AT-40M & 41M with spool shield and shackle","STABLE BRAID™ COATED 7/16"" D COATED CLEAR X 65' OVERALL LENGTH WITH 3 INCH EYE ONE END NYLITE SPOOL SHIELD SHACKLE OTHER END / (STABLE BRAID™ 7/16 D CTD CLR 65FT NYLSSSOE 3"" EOE)",8.00,202.67,"1,621.36","27,840.54",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope STABLE BRAID™ 7/16"" x 65' for Altec AT-40M & 41M with spool shield and shackle",07/19/2024,07/24/2024,Estes,80602800063901,113.50,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope Nylite Assembly Shield and Spool ONLY, NYL SPL & SHD 1 BLU.","Nylite Assembly Shield and Spool ONLY, NYL SPL & SHD 1 BLU",2.00,28.04,56.08,"27,896.62",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope Nylite Assembly Shield and Spool ONLY, NYL SPL & SHD 1 BLU.",07/19/2024,07/24/2024,Estes,9690320,3.93,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 1 BLU.","Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 1 BLU.",2.00,103.67,207.34,"28,103.96",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 1 BLU.",07/19/2024,07/24/2024,Estes,9690321,14.51,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 4 ORG.","Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 4 ORG.",2.00,143.01,286.02,"28,389.98",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 4 ORG.",07/19/2024,07/30/2024,Estes,9690681,20.02,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 5 BLK.","Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 5 BLK.",8.00,309.45,"2,475.60","30,865.58",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 5 BLK.",07/19/2024,07/24/2024,Estes,9690841,173.29,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,835.00,835.00,"31,700.58",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,07/19/2024,08/02/2024,Estes,4%,0.00,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,08/12/2024,Invoice,1191,,Shipping,,,265.00,"31,965.58",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,08/07/2024,,UPS NDA,,18.55,,MS,Invoice,,Credit Card,
,08/12/2024,Invoice,1191,Tooling and Equipment:Samson Rope DASH 4 NYLITE SHACKLE W/ BOLT,"Shackle for 9690681 (Nylite Assembly Shield and Spool ONLY, ALUM SPL & SHD 4 ORG.), size 4.DASH 4 NYLITE SHACKLE W/ BOLT.",2.00,122.50,245.00,"32,210.58",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,Samson Rope DASH 4 NYLITE SHACKLE W/ BOLT,08/07/2024,08/06/2024,UPS NDA,9610682,17.15,,MS,Invoice,,Credit Card,NU Sold Products
,08/12/2024,Invoice,1191,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,22.00,22.00,"32,232.58",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,08/07/2024,,UPS NDA,4%,0.00,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,10/28/2024,Invoice,1228,"Tooling and Equipment:Samson Rope AMSTEEL®-BLUE 13/16"" x 120' for Altec DH50 (Pilot Program)","AMSTEEL®-BLUE 13/16"" D x 120' OAL COATED BLUE WITH NYLITE SPOOL & SHIELD WITH HP ALUMINUM SPOOL ONE END AND 4 INCH EYE ONE END (AMSTEEL®-BLUE 13/16 D BLU 120' OAL NYLS & SOE 4"" EOE) for Altec DH50. (*Pilot)",3.00,"1,266.67","3,800.01","36,032.59",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL®-BLUE 13/16"" x 120' for Altec DH50 (Pilot Program)",10/04/2024,08/29/2024,Estes,87205280123900,266.00,,MS,Invoice,,Credit Card,NU Sold Products
,10/28/2024,Invoice,1228,"Tooling and Equipment:Samson Rope AMSTEEL®-BLUE 1"" x 160' for Altec D3055, 4060A, 4060B, & Terex 6060 Turret","AMSTEEL®-BLUE 1"" D x 160' OAL COATED BLUE WITH 6 INCH EYE EACH END / (AMSTEEL®-BLUE 1D CTD BLUE X 160FT OAL 6"" EEE) for Altec D3055, 4060A, 4060B, & Terex 6060 Turret.",4.00,"1,937.33","7,749.32","43,781.91",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL®-BLUE 1"" x 160' for Altec D3055, 4060A, 4060B, & Terex 6060 Turret",10/04/2024,08/29/2024,Estes,87206480163203,542.45,,MS,Invoice,,Credit Card,NU Sold Products
,10/28/2024,Invoice,1228,"Tooling and Equipment:Samson Rope NYLITE™ Class II Assembly Shield, Spool, and Shackle, ALUM SPL,SH,SKL 4 ORANGE.","Nylite Assembly Shield, Spool, and Shackle, ALUM SPL,SH,SKL 4 ORANGE.",4.00,350.77,"1,403.08","45,184.99",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope NYLITE™ Class II Assembly Shield, Spool, and Shackle, ALUM SPL,SH,SKL 4 ORANGE.",10/04/2024,08/29/2024,Estes,9640681,98.22,,MS,Invoice,,Credit Card,NU Sold Products
,10/28/2024,Invoice,1228,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,554.45,554.45,"45,739.44",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"PO: EmailOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,10/04/2024,,Estes,4%,0.00,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,02/14/2025,Invoice,1295,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",5.00,200.00,"1,000.00","46,739.44",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Verbal/In PersonOrdered by: Wade Ladner / Baron WalkerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",02/12/2025,02/12/2025,AC Freight,NU-BC-2834,70.00,,MS,Invoice,,Credit Card,NU Sold Products
,02/14/2025,Invoice,1295,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42""","FlexPro Armor Guard Bucket Cover for ""Large"" 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28"" x 42"". Hand Made in the US.",5.00,220.00,"1,100.00","47,839.44",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Verbal/In PersonOrdered by: Wade Ladner / Baron WalkerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42""",02/12/2025,02/12/2025,AC Freight,NU-BC-2842,77.00,,MS,Invoice,,Credit Card,NU Sold Products
,02/14/2025,Invoice,1295,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,93.15,93.15,"47,932.59",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"PO: Verbal/In PersonOrdered by: Wade Ladner / Baron WalkerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,02/12/2025,02/12/2025,AC Freight,4%,6.52,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,02/14/2025,Invoice,1295,,Shipping,,,75.00,"48,007.59",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,,"PO: Verbal/In PersonOrdered by: Wade Ladner / Baron WalkerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,02/12/2025,,AC Freight,,5.25,,MS,Invoice,,Credit Card,
,02/18/2025,Invoice,1297,Training & Services:Training & Services - Travel & Expense Day 1,Rope Order from 9/24,1.00,0.00,0.00,"48,007.59",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,,"PO: Email/VerbalMS Rope Order from 9/24Ordered by:Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",QuickBooks Payments Sales,Mississippi Power,Mississippi Power,Training & Services - Travel & Expense Day 1,,,,SWEPCO - T&S Day 1,0.00,,MS,Invoice,,Credit Card,
,02/19/2025,Invoice,1299,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,101.75,101.75,"48,109.34",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"PO: VerbalOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,12/03/2024,11/01/2024,Freight,4%,0.00,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,02/19/2025,Invoice,1299,"Tooling and Equipment:Samson Rope AMSTEEL®- BLUE 1/2"" x 100' for SDP Backyard Digger Turret.","AMSTEEL®-BLUE 1/2"" D x 100' OAL COATED BLUE WITH NYLITE SPOOL & SHIELD WITH HP ALUMINUM SPOOL ONE END AND 3 INCH EYE OTHER END / (AMSTEEL®-BLUE 1/2D CTD BLU 100' OAL NYLS & SOE 3"" EOE) for SDP Backyard Digger Turret.",4.00,475.27,"1,901.08","50,010.42",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: VerbalOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL®- BLUE 1/2"" x 100' for SDP Backyard Digger Turret.",12/03/2024,11/01/2024,Freight,87203280103904,133.08,,MS,Invoice,,Credit Card,NU Sold Products
,02/19/2025,Invoice,1299,"Tooling and Equipment:Samson Rope STABLE BRAID™ 1/2"" x 65' for SDP Backyard Digger Jib Line.","STABLE BRAID™ 1/2"" D x 65' OAL COATED CLEAR/WHITE WITH 3 INCH EYE ONE END WITH NYLITE SPOOL SHIELD AND SHACKLE OTHER END / (STABLE BRAID™ 1/2 D CTD CLR 65' OAL NYLS SEOE 3"" EOE) for SDP Backyard Digger Jib Line.",2.00,230.00,460.00,"50,470.42",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: VerbalOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope STABLE BRAID™ 1/2"" x 65' for SDP Backyard Digger Jib Line.",12/03/2024,,Freight,80603200063903,32.20,,MS,Invoice,,Credit Card,NU Sold Products
